PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
vs Hiopos Lleida,28 abr 2017,P  84-87,21,1,1,30,2-4,5-8,58.3%,2-2,100.0%,0,1,1,1,1,0,0,21,19
@ Súper Agropal Palencia,21 abr 2017,P  89-77,15,3,0,24,3-6,3-7,46.2%,0-0,-,1,2,3,0,0,1,0,15,10
vs Caceres,16 abr 2017,G  80-56,6,3,3,27,0-1,2-5,33.3%,0-0,-,1,2,3,3,0,0,0,6,8
@ San Pablo Burgos,7 abr 2017,P  100-89,2,0,1,18,1-1,0-0,100.0%,0-0,-,0,0,0,1,0,2,0,2,1
vs Levitec Huesca,31 mar 2017,P  53-73,2,1,0,22,1-3,0-4,14.3%,0-0,-,0,1,1,0,0,0,0,2,-3
vs Ourense,24 mar 2017,G  93-77,24,1,1,21,2-3,5-6,77.8%,5-6,83.3%,0,1,1,1,0,1,0,24,22
@ FC Barcelona II,17 mar 2017,P  83-77,0,0,2,18,0-1,0-3,0.0%,0-0,-,0,0,0,2,0,0,1,0,-1
vs Araberri Basket Club,10 mar 2017,P  68-82,16,2,2,34,4-6,1-4,50.0%,5-5,100.0%,2,0,2,2,0,1,0,16,14
@ Fibwi Palma,3 mar 2017,P  94-79,9,2,0,14,0-0,3-5,60.0%,0-0,-,0,2,2,0,0,0,0,9,9
vs Marin Peixe Galego,24 feb 2017,G  83-77,9,1,3,36,2-2,1-3,60.0%,2-2,100.0%,0,1,1,3,0,1,0,9,10
@ Leyma Coruña,17 feb 2017,G  62-71,3,1,0,17,0-3,1-2,20.0%,0-0,-,1,0,1,0,0,1,0,3,-1
vs Melilla Ciudad Del Deporte 1,10 feb 2017,P  75-83,5,0,0,19,1-1,1-1,100.0%,0-0,-,0,0,0,0,1,0,0,5,6
@ Gipuzkoa Basket,3 feb 2017,P  75-70,14,2,1,23,1-5,3-5,40.0%,3-3,100.0%,1,1,2,1,0,1,0,14,10
vs Amics Castello,20 ene 2017,G  81-66,10,6,1,29,2-4,1-2,50.0%,3-4,75.0%,2,4,6,1,0,2,0,10,11
@ C.B. Prat,13 ene 2017,P  79-70,10,3,0,22,2-2,2-4,66.7%,0-0,-,1,2,3,0,0,0,0,10,11
vs Alimerka Oviedo,8 ene 2017,P  64-65,4,1,0,25,0-3,0-3,0.0%,4-5,80.0%,0,1,1,0,0,0,0,4,-2
@ Rio Breogan,4 ene 2017,P  90-84,11,6,0,29,4-6,1-3,55.6%,0-1,0.0%,1,5,6,0,1,0,0,11,13
@ Hiopos Lleida,30 dic 2016,G  56-80,0,0,0,11,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,1,0,0,-2
vs Súper Agropal Palencia,20 dic 2016,G  81-76,10,8,2,21,1-3,2-5,37.5%,2-3,66.7%,4,4,8,2,0,0,2,10,16
@ Caceres,16 dic 2016,P  83-80,19,0,0,34,2-6,5-6,58.3%,0-0,-,0,0,0,0,0,1,0,19,13
vs San Pablo Burgos,9 dic 2016,P  72-79,11,1,1,29,4-6,1-3,55.6%,0-0,-,1,0,1,1,1,0,0,11,10
@ Levitec Huesca,2 dic 2016,G  75-84,11,2,0,21,3-3,1-1,100.0%,2-2,100.0%,0,2,2,0,0,2,1,11,12
@ Ourense,29 nov 2016,P  79-72,8,3,0,29,1-2,2-8,30.0%,0-0,-,1,2,3,0,0,1,0,8,3
vs FC Barcelona II,25 nov 2016,G  80-71,5,3,1,17,1-2,1-4,33.3%,0-0,-,1,2,3,1,0,0,0,5,5
@ Araberri Basket Club,19 nov 2016,P  87-71,11,1,1,21,1-2,3-4,66.7%,0-0,-,1,0,1,1,0,1,0,11,10
vs Fibwi Palma,13 nov 2016,P  70-101,10,2,1,26,2-5,2-5,40.0%,0-0,-,1,1,2,1,0,1,0,10,6
@ Marin Peixe Galego,8 nov 2016,G  81-83,19,3,1,33,2-3,5-6,77.8%,0-0,-,0,3,3,1,0,0,0,19,21
vs Leyma Coruña,4 nov 2016,P  85-96,6,2,1,21,0-0,2-7,28.6%,0-0,-,0,2,2,1,1,1,0,6,4
@ Melilla Ciudad Del Deporte 1,28 oct 2016,P  90-75,9,4,0,29,3-5,1-3,50.0%,0-0,-,2,2,4,0,0,3,0,9,6
vs Gipuzkoa Basket,21 oct 2016,P  73-78,3,0,0,13,0-0,1-3,33.3%,0-0,-,0,0,0,0,1,1,0,3,1
@ Amics Castello,18 oct 2016,P  83-76,4,1,0,13,0-1,1-3,25.0%,1-2,50.0%,0,1,1,0,0,1,2,4,2
vs C.B. Prat,14 oct 2016,P  73-76,6,0,1,17,0-1,2-4,40.0%,0-0,-,0,0,0,1,0,0,0,6,4
