uri_equipo,uri_equipo_temporada,temporada,ano_inicio,nombre_equipo,id_liga
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii/2016,2016-2017,2016,FC Barcelona II,194
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2016,2016-2017,2016,Hiopos Lleida,194
https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2016,2016-2017,2016,Huesca,194
https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2016,2016-2017,2016,Leyma Coruña,194
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo/2016,2016-2017,2016,Liberbank Oviedo,194
https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2016,2016-2017,2016,Marin Peixe Galego,194
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2016,2016-2017,2016,Melilla Ciudad Del Deporte 1,194
https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2016,2016-2017,2016,Ourense,194
https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia/2016,2016-2017,2016,Palencia,194
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2016,2016-2017,2016,Palma,194
https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos/2016,2016-2017,2016,San Pablo Burgos,194
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2017,2017-2018,2017,Amics Castello,194
https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club,https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club/2017,2017-2018,2017,Araberri Basket Club,194
