PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
vs Alimerka Oviedo,20 abr 2024,G  87-68,2,1,3,17,1-2,0-4,16.7%,0-0,-,0,1,1,3,2,1,0,2,2
@ Real Betis,14 abr 2024,G  76-88,7,1,1,19,1-1,1-3,50.0%,2-2,100.0%,0,1,1,1,1,1,0,7,7
vs Amics Castello,10 abr 2024,G  91-67,6,1,2,18,0-0,2-3,66.7%,0-0,-,0,1,1,2,2,2,0,6,8
vs Caceres,6 abr 2024,G  109-102,8,5,4,31,0-3,2-9,16.7%,2-4,50.0%,2,3,5,4,2,2,0,8,5
@ Real Valladolid,30 mar 2024,P  91-84,17,1,2,25,2-3,3-8,45.5%,4-5,80.0%,1,0,1,2,0,1,0,17,12
vs Gipuzkoa Basket,23 mar 2024,G  75-70,10,2,0,23,1-2,2-7,33.3%,2-5,40.0%,1,1,2,0,1,3,0,10,1
vs Melilla Ciudad Del Deporte 1,16 mar 2024,G  99-72,15,2,4,24,1-3,3-7,40.0%,4-7,57.1%,1,1,2,4,2,2,0,15,12
@ Hiopos Lleida,13 mar 2024,P  77-72,5,0,0,5,1-1,1-3,50.0%,0-0,-,0,0,0,0,0,0,0,5,3
vs UBU Tizona Burgos,9 mar 2024,G  104-97,16,2,2,32,1-4,2-5,33.3%,8-12,66.7%,0,2,2,2,3,1,0,16,12
@ Movistar Estudiantes,3 mar 2024,G  57-77,12,4,2,25,2-5,1-4,33.3%,5-7,71.4%,1,3,4,2,1,3,0,12,8
vs Hestia Menorca,17 feb 2024,G  90-69,15,0,4,19,1-5,3-4,44.4%,4-5,80.0%,0,0,0,4,0,2,0,15,11
@ Leyma Coruña,11 feb 2024,P  104-103,11,3,2,26,1-3,1-4,28.6%,6-6,100.0%,2,1,3,2,1,0,0,11,12
vs Grupo Alega Cantabria,3 feb 2024,G  88-69,19,3,2,21,4-5,2-4,66.7%,5-6,83.3%,0,3,3,2,0,0,0,19,20
@ Rioverde Clavijo,21 ene 2024,G  62-79,11,5,4,28,4-6,1-5,45.5%,0-2,0.0%,0,5,5,4,0,2,0,11,10
vs Real Betis,12 ene 2024,P  82-94,9,4,3,28,1-3,0-4,14.3%,7-8,87.5%,2,2,4,3,0,2,0,9,7
@ UBU Tizona Burgos,6 ene 2024,P  110-96,15,3,5,28,0-2,4-7,44.4%,3-6,50.0%,0,3,3,5,0,1,1,15,15
vs Movistar Estudiantes,30 dic 2023,P  87-91,20,4,4,32,3-6,4-8,50.0%,2-2,100.0%,3,1,4,4,1,0,0,20,22
@ Gipuzkoa Basket,22 dic 2023,P  80-78,18,5,1,31,0-4,3-8,25.0%,9-10,90.0%,2,3,5,1,2,1,0,18,15
vs Ourense,16 dic 2023,G  105-55,10,0,2,16,1-3,2-3,50.0%,2-2,100.0%,0,0,0,2,0,1,0,10,8
vs HLA Alicante,9 dic 2023,G  98-95,26,3,2,30,1-2,5-6,75.0%,9-9,100.0%,1,2,3,2,0,3,0,26,26
@ Caceres,3 dic 2023,G  60-81,4,2,2,19,2-4,0-1,40.0%,0-0,-,1,1,2,2,2,0,0,4,7
vs Leyma Coruña,29 nov 2023,G  77-75,17,0,2,24,2-4,3-5,55.6%,4-8,50.0%,0,0,0,2,2,0,0,17,13
@ Hestia Menorca,25 nov 2023,G  82-90,19,1,1,23,2-3,4-6,66.7%,3-5,60.0%,0,1,1,1,0,0,0,19,16
@ Melilla Ciudad Del Deporte 1,17 nov 2023,G  79-92,19,4,5,20,0-2,5-5,71.4%,4-6,66.7%,0,4,4,5,2,0,0,19,26
vs Rioverde Clavijo,11 nov 2023,G  83-66,9,3,2,19,1-1,1-4,40.0%,4-6,66.7%,0,3,3,2,0,3,0,9,6
@ Grupo Alega Cantabria,5 nov 2023,G  72-84,6,2,2,20,1-4,0-1,20.0%,4-4,100.0%,0,2,2,2,1,1,0,6,6
vs Real Valladolid,31 oct 2023,G  94-69,10,0,2,17,2-4,1-3,42.9%,3-6,50.0%,0,0,0,2,1,0,0,10,6
@ Amics Castello,27 oct 2023,G  81-94,22,0,4,25,6-8,3-4,75.0%,1-2,50.0%,0,0,0,4,1,1,0,22,22
@ Fuenlabrada,21 oct 2023,G  64-72,7,6,6,24,0-2,1-3,20.0%,4-6,66.7%,0,6,6,6,2,2,0,7,13
vs Hiopos Lleida,14 oct 2023,G  79-66,16,1,3,22,4-5,0-3,50.0%,8-9,88.9%,0,1,1,3,1,2,0,16,14
@ Alimerka Oviedo,7 oct 2023,P  75-71,2,3,2,23,0-3,0-4,0.0%,2-2,100.0%,0,3,3,2,0,0,0,2,0
