PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
vs Súper Agropal Palencia,20 may 2022,G  88-85,21,1,1,19,8-9,1-4,69.2%,2-2,100.0%,0,1,1,1,1,2,0,21,18
@ Levitec Huesca,13 may 2022,G  74-89,5,6,0,12,1-2,1-2,50.0%,0-0,-,0,6,6,0,0,0,0,5,9
vs Gipuzkoa Basket,8 may 2022,G  75-66,8,4,1,25,2-5,0-1,33.3%,4-8,50.0%,0,4,4,1,1,4,1,8,3
@ Leyma Coruña,29 abr 2022,P  95-87,5,1,1,10,2-3,0-1,50.0%,1-1,100.0%,0,1,1,1,1,2,0,5,4
vs Coviran Granada,24 abr 2022,G  74-62,16,1,2,29,4-4,1-3,71.4%,5-10,50.0%,1,0,1,2,0,2,0,16,10
@ Real Valladolid,17 abr 2022,P  86-77,8,1,1,15,4-5,0-1,66.7%,0-2,0.0%,0,1,1,1,0,1,0,8,5
vs Caceres,10 abr 2022,P  53-75,7,2,0,15,3-7,0-3,30.0%,1-2,50.0%,0,2,2,0,2,2,0,7,1
vs Amics Castello,27 mar 2022,P  75-85,9,0,0,15,4-6,0-1,57.1%,1-2,50.0%,0,0,0,0,0,0,0,9,5
@ Basquet Girona,23 mar 2022,P  85-73,0,1,0,9,0-1,0-0,0.0%,0-0,-,0,1,1,0,0,2,0,0,-2
@ Súper Agropal Palencia,2 mar 2022,P  84-72,4,1,0,6,2-3,0-2,40.0%,0-0,-,1,0,1,0,1,0,0,4,3
vs Melilla Ciudad Del Deporte 1,20 feb 2022,P  67-77,10,0,2,22,4-6,0-1,57.1%,2-4,50.0%,0,0,0,2,1,1,0,10,7
@ Gipuzkoa Basket,13 feb 2022,P  80-70,2,2,2,15,1-3,0-1,25.0%,0-0,-,1,1,2,2,0,3,0,2,0
@ Hiopos Lleida,6 feb 2022,G  69-81,4,7,1,23,2-5,0-1,33.3%,0-1,0.0%,3,4,7,1,1,3,0,4,5
vs Alimerka Oviedo,2 feb 2022,G  88-80,3,2,0,15,0-2,1-1,33.3%,0-0,-,1,1,2,0,0,1,0,3,2
vs Levitec Huesca,16 ene 2022,G  89-56,7,5,2,16,3-4,0-0,75.0%,1-2,50.0%,0,5,5,2,1,0,0,7,13
vs Real Valladolid,11 ene 2022,P  59-82,8,5,1,17,3-6,0-0,50.0%,2-4,50.0%,2,3,5,1,0,2,0,8,7
vs Almansa Con Afanion,5 dic 2021,G  89-84,5,0,0,10,1-1,0-0,100.0%,3-4,75.0%,0,0,0,0,0,1,0,5,3
@ Amics Castello,19 nov 2021,P  92-83,7,0,0,14,1-1,1-2,66.7%,2-2,100.0%,0,0,0,0,2,3,0,7,5
vs C.B. Prat,14 nov 2021,G  77-72,8,3,1,21,2-4,1-1,60.0%,1-2,50.0%,1,2,3,1,1,0,0,8,10
@ Fibwi Palma,10 nov 2021,P  81-65,8,2,0,22,2-3,0-1,50.0%,4-4,100.0%,0,2,2,0,0,4,0,8,4
@ HLA Alicante,5 nov 2021,P  87-70,2,4,1,18,1-2,0-1,33.3%,0-0,-,1,3,4,1,0,3,0,2,2
vs Movistar Estudiantes,31 oct 2021,G  88-72,8,3,1,21,2-3,0-0,66.7%,4-6,66.7%,0,3,3,1,0,1,1,8,9
@ Melilla Ciudad Del Deporte 1,24 oct 2021,P  84-67,6,4,1,21,2-5,0-0,40.0%,2-6,33.3%,2,2,4,1,0,3,0,6,1
vs Hiopos Lleida,17 oct 2021,P  86-91,11,1,1,17,3-5,1-2,57.1%,2-2,100.0%,0,1,1,1,1,1,0,11,10
@ Alimerka Oviedo,12 oct 2021,P  79-73,1,3,3,15,0-0,0-0,-,1-2,50.0%,1,2,3,3,1,1,0,1,6
vs Basquet Girona,9 oct 2021,P  63-70,2,2,0,15,1-2,0-1,33.3%,0-2,0.0%,0,2,2,0,0,1,0,2,-1
