PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
vs Leyma Coruña,27 abr 2018,G  85-66,12,4,2,31,4-6,1-2,62.5%,1-1,100.0%,0,4,4,2,2,1,0,12,16
@ Biele ISB,20 abr 2018,P  77-72,7,4,0,28,1-2,1-5,28.6%,2-2,100.0%,1,3,4,0,1,2,0,7,5
vs Araberri Basket Club,13 abr 2018,P  73-76,9,1,3,32,3-8,1-3,36.4%,0-0,-,0,1,1,3,1,1,0,9,6
vs Rio Breogan,6 abr 2018,P  76-92,9,2,2,31,3-6,1-3,44.4%,0-0,-,0,2,2,2,2,3,0,9,7
@ Levitec Huesca,1 abr 2018,G  62-79,23,5,1,29,1-4,4-8,41.7%,9-10,90.0%,2,3,5,1,1,3,0,23,19
vs Fibwi Palma,25 mar 2018,G  76-60,17,4,4,32,3-7,3-5,50.0%,2-2,100.0%,0,4,4,4,2,3,0,17,18
@ FC Barcelona II,20 mar 2018,G  68-88,15,3,1,27,1-5,4-7,41.7%,1-1,100.0%,0,3,3,1,2,1,1,15,14
vs BAXI Manresa,16 mar 2018,G  73-61,7,2,3,35,1-5,1-6,18.2%,2-2,100.0%,1,1,2,3,5,4,0,7,4
@ Súper Agropal Palencia,9 mar 2018,P  86-71,22,1,2,34,4-6,4-6,66.7%,2-3,66.7%,0,1,1,2,3,1,0,22,22
vs Amics Castello,2 mar 2018,G  78-74,9,3,1,33,2-7,1-3,30.0%,2-2,100.0%,0,3,3,1,2,1,0,9,7
@ Melilla Ciudad Del Deporte 1,23 feb 2018,P  76-68,8,2,4,35,4-7,0-7,28.6%,0-0,-,1,1,2,4,3,1,0,8,6
vs Caceres,16 feb 2018,P  71-76,13,3,2,27,2-4,2-10,28.6%,3-3,100.0%,1,2,3,2,0,3,0,13,5
@ Hiopos Lleida,9 feb 2018,P  70-62,12,4,0,28,3-7,2-7,35.7%,0-0,-,1,3,4,0,1,0,0,12,8
vs C.B. Prat,28 ene 2018,P  62-68,13,7,0,26,5-8,1-7,40.0%,0-0,-,3,4,7,0,2,1,0,13,12
@ Real Valladolid,23 ene 2018,G  87-92,0,3,0,14,0-2,0-7,0.0%,0-0,-,1,2,3,0,0,4,0,0,-10
vs Ourense,19 ene 2018,P  59-69,3,0,0,10,0-0,1-5,20.0%,0-0,-,0,0,0,0,1,0,0,3,0
@ Alimerka Oviedo,13 ene 2018,P  86-70,4,1,1,19,2-3,0-4,28.6%,0-0,-,0,1,1,1,1,0,0,4,2
@ Leyma Coruña,7 ene 2018,P  80-66,11,2,1,22,1-6,3-9,26.7%,0-0,-,0,2,2,1,0,2,0,11,1
@ Araberri Basket Club,23 dic 2017,P  95-79,9,1,1,27,0-2,3-6,37.5%,0-0,-,0,1,1,1,0,1,0,9,5
@ Rio Breogan,16 dic 2017,P  96-50,2,3,0,18,0-2,0-5,0.0%,2-2,100.0%,1,2,3,0,0,4,0,2,-6
vs Levitec Huesca,10 dic 2017,G  103-85,25,0,1,21,3-5,6-9,64.3%,1-1,100.0%,0,0,0,1,3,0,0,25,24
@ Fibwi Palma,2 dic 2017,P  95-76,0,3,1,21,0-2,0-3,0.0%,0-0,-,1,2,3,1,0,0,0,0,-1
vs FC Barcelona II,29 nov 2017,P  72-80,13,6,3,26,2-10,2-6,25.0%,3-3,100.0%,3,3,6,3,2,2,0,13,10
@ BAXI Manresa,26 nov 2017,P  91-70,14,4,1,24,3-9,2-5,35.7%,2-2,100.0%,1,3,4,1,2,0,0,14,12
vs Súper Agropal Palencia,17 nov 2017,G  91-82,14,2,1,23,1-4,3-5,44.4%,3-4,75.0%,0,2,2,1,2,1,0,14,12
@ Amics Castello,10 nov 2017,P  85-69,19,1,1,27,1-4,5-8,50.0%,2-2,100.0%,0,1,1,1,2,2,0,19,15
vs Melilla Ciudad Del Deporte 1,3 nov 2017,P  71-73,22,2,1,25,5-7,4-6,69.2%,0-0,-,0,2,2,1,0,1,0,22,20
@ Caceres,27 oct 2017,P  91-77,12,4,1,30,2-7,2-7,28.6%,2-2,100.0%,2,2,4,1,2,0,0,12,9
vs Hiopos Lleida,20 oct 2017,P  75-81,4,1,4,26,2-3,0-5,25.0%,0-0,-,0,1,1,4,0,3,0,4,0
@ C.B. Prat,14 oct 2017,P  83-57,4,1,1,24,2-7,0-0,28.6%,0-0,-,0,1,1,1,2,3,0,4,0
vs Real Valladolid,10 oct 2017,G  85-72,14,1,2,25,2-4,3-7,45.5%,1-2,50.0%,1,0,1,2,0,1,0,14,9
@ Ourense,6 oct 2017,G  70-72,9,5,2,15,1-5,1-3,25.0%,4-6,66.7%,1,4,5,2,0,1,0,9,7
vs Alimerka Oviedo,29 sept 2017,P  80-84,20,8,1,26,3-4,3-7,54.5%,5-5,100.0%,1,7,8,1,1,0,0,20,25
