PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
@ CB Zamora,11 may 2019,G  78-81,14,3,6,29,1-3,4-6,55.6%,0-0,-,0,3,3,6,0,1,0,14,18
vs Estela,4 may 2019,G  83-77,7,3,0,19,0-1,2-6,28.6%,1-2,50.0%,2,1,3,0,1,0,0,7,5
@ Zornotza,27 abr 2019,G  76-80,5,4,1,20,1-2,1-4,33.3%,0-0,-,1,3,4,1,1,0,0,5,7
vs Marin Peixe Galego,21 abr 2019,G  81-62,3,3,0,22,0-5,1-4,11.1%,0-0,-,1,2,3,0,1,0,0,3,-1
@ Navarra,12 abr 2019,G  78-81,3,0,0,6,0-1,1-1,50.0%,0-0,-,0,0,0,0,0,0,0,3,2
vs Biele ISB,6 abr 2019,P  61-75,9,4,1,24,1-1,2-5,50.0%,1-2,50.0%,1,3,4,1,1,1,0,9,10
vs CB Zamora,30 mar 2019,G  74-58,5,1,0,14,0-2,1-3,20.0%,2-2,100.0%,1,0,1,0,1,0,0,5,3
@ Estela,23 mar 2019,G  84-90,3,0,0,10,0-0,1-3,33.3%,0-0,-,0,0,0,0,1,0,0,3,2
vs Zornotza,16 mar 2019,G  90-56,11,2,2,19,1-2,3-3,80.0%,0-0,-,2,0,2,2,0,3,0,11,11
@ Marin Peixe Galego,9 mar 2019,G  82-90,5,2,0,8,1-2,1-2,50.0%,0-1,0.0%,0,2,2,0,1,0,0,5,5
vs Navarra,3 mar 2019,G  90-83,13,1,1,17,2-2,3-5,71.4%,0-0,-,1,0,1,1,0,0,0,13,13
@ Biele ISB,27 feb 2019,G  77-80,3,0,1,9,0-0,1-4,25.0%,0-0,-,0,0,0,1,0,0,0,3,1
@ HLA Alicante,16 feb 2019,P  99-89,9,2,3,17,2-4,1-5,33.3%,2-2,100.0%,2,0,2,3,0,1,0,9,7
vs C.B. Moron,9 feb 2019,G  60-57,0,0,0,12,0-1,0-2,0.0%,0-0,-,0,0,0,0,0,0,0,0,-3
@ L'Hospitalet,2 feb 2019,G  81-88,4,4,1,21,2-3,0-4,28.6%,0-0,-,1,3,4,1,1,0,0,4,5
vs Albacete,26 ene 2019,G  90-69,2,1,3,4,1-1,0-0,100.0%,0-0,-,1,0,1,3,0,0,0,2,6
@ Hestia Menorca,19 ene 2019,P  75-59,6,5,0,18,0-4,2-5,22.2%,0-0,-,0,5,5,0,1,1,0,6,4
vs Basquet Girona,12 ene 2019,P  70-71,2,0,0,6,1-1,0-2,33.3%,0-0,-,0,0,0,0,0,0,0,2,0
@ Leyma Coruña,28 dic 2018,P  73-61,0,1,0,1,0-0,0-0,-,0-0,-,0,1,1,0,0,0,0,0,1
@ Araberri Basket Club,14 dic 2018,G  73-89,3,0,0,1,0-0,1-1,100.0%,0-0,-,0,0,0,0,0,0,0,3,3
@ Amics Castello,7 dic 2018,P  70-66,0,0,0,1,0-0,0-0,-,0-0,-,0,0,0,0,0,0,0,0,0
vs Real Canoe N.C.,23 nov 2018,G  73-55,3,0,0,2,0-0,1-2,50.0%,0-0,-,0,0,0,0,0,0,0,3,2
@ Coviran Granada,17 nov 2018,P  79-63,0,0,0,3,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,0,0,-1
vs Súper Agropal Palencia,26 oct 2018,G  90-80,1,1,0,1,0-0,0-0,-,1-2,50.0%,1,0,1,0,0,0,0,1,1
@ C.B. Prat,9 oct 2018,G  65-82,0,0,0,1,0-0,0-0,-,0-0,-,0,0,0,0,0,0,0,0,0
