PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
vs Coviran Granada,20 may 2022,G  88-86,9,4,1,22,4-7,0-1,50.0%,1-1,100.0%,1,3,4,1,2,2,0,9,10
@ Real Valladolid,13 may 2022,P  92-75,16,6,0,23,5-9,0-1,50.0%,6-8,75.0%,2,4,6,0,0,2,0,16,13
vs Fibwi Palma,6 may 2022,G  102-97,17,5,2,29,5-17,0-0,29.4%,7-11,63.6%,4,1,5,2,0,1,0,17,7
vs Almansa Con Afanion,29 abr 2022,G  95-89,19,4,0,23,6-8,0-0,75.0%,7-9,77.8%,1,3,4,0,2,1,0,19,20
@ Amics Castello,22 abr 2022,P  104-84,14,4,0,19,6-10,0-1,54.5%,2-5,40.0%,1,3,4,0,0,3,0,14,7
vs C.B. Prat,17 abr 2022,G  70-64,11,7,0,27,3-11,0-0,27.3%,5-6,83.3%,3,4,7,0,0,2,0,11,7
@ Biele ISB,10 abr 2022,G  53-75,11,9,0,21,4-9,0-0,44.4%,3-6,50.0%,0,9,9,0,2,2,0,11,12
vs HLA Alicante,31 mar 2022,G  78-65,5,3,1,16,1-4,0-1,20.0%,3-4,75.0%,1,2,3,1,1,3,1,5,3
@ Movistar Estudiantes,27 mar 2022,P  83-76,5,6,0,18,2-6,0-0,33.3%,1-2,50.0%,0,6,6,0,0,3,0,5,3
vs Melilla Ciudad Del Deporte 1,20 mar 2022,G  79-75,12,5,0,24,6-10,0-1,54.5%,0-0,-,0,5,5,0,1,3,0,12,10
@ Hiopos Lleida,16 mar 2022,P  95-84,16,3,0,22,5-11,0-0,45.5%,6-10,60.0%,1,2,3,0,0,1,0,16,8
vs Alimerka Oviedo,11 mar 2022,P  75-99,12,6,0,24,5-10,0-1,45.5%,2-4,50.0%,2,4,6,0,0,3,0,12,7
@ Basquet Girona,6 mar 2022,P  86-80,14,5,1,26,7-13,0-0,53.8%,0-1,0.0%,0,5,5,1,2,1,0,14,14
vs Súper Agropal Palencia,20 feb 2022,P  70-87,11,3,0,24,5-10,0-0,50.0%,1-1,100.0%,2,1,3,0,0,1,0,11,8
@ Fibwi Palma,13 feb 2022,G  87-92,16,8,2,26,5-10,0-2,41.7%,6-9,66.7%,3,5,8,2,1,2,2,16,17
@ Levitec Huesca,6 feb 2022,G  61-68,10,6,2,18,4-9,0-0,44.4%,2-2,100.0%,2,4,6,2,0,1,0,10,12
vs Gipuzkoa Basket,2 feb 2022,G  68-67,19,8,0,24,9-14,0-1,60.0%,1-2,50.0%,3,5,8,0,1,2,1,19,20
@ Leyma Coruña,28 ene 2022,P  74-55,16,3,0,24,2-8,0-0,25.0%,12-12,100.0%,1,2,3,0,2,2,0,16,13
@ Coviran Granada,23 ene 2022,G  80-86,0,6,0,20,0-1,0-0,0.0%,0-4,0.0%,3,3,6,0,0,2,0,0,-1
@ Almansa Con Afanion,19 ene 2022,P  93-69,16,4,0,26,7-11,0-0,63.6%,2-4,50.0%,1,3,4,0,1,2,0,16,13
vs Amics Castello,22 dic 2021,G  77-68,3,5,1,14,1-6,0-0,16.7%,1-4,25.0%,3,2,5,1,1,1,1,3,2
@ C.B. Prat,18 dic 2021,G  72-80,20,3,0,23,8-8,0-0,100.0%,4-6,66.7%,0,3,3,0,0,2,1,20,20
vs Biele ISB,10 dic 2021,G  79-69,17,9,1,24,8-12,0-1,61.5%,1-1,100.0%,2,7,9,1,1,3,0,17,20
@ HLA Alicante,5 dic 2021,P  89-58,6,1,0,11,2-5,0-1,33.3%,2-2,100.0%,0,1,1,0,1,2,0,6,2
vs Movistar Estudiantes,19 nov 2021,P  62-71,16,10,0,27,6-16,0-1,35.3%,4-6,66.7%,4,6,10,0,1,1,1,16,14
@ Melilla Ciudad Del Deporte 1,14 nov 2021,P  75-67,11,2,0,20,4-9,0-0,44.4%,3-6,50.0%,0,2,2,0,0,2,1,11,4
vs Hiopos Lleida,10 nov 2021,P  79-88,18,7,0,24,7-11,0-0,63.6%,4-4,100.0%,2,5,7,0,0,0,1,18,22
@ Alimerka Oviedo,6 nov 2021,P  87-75,17,13,2,25,6-9,0-1,60.0%,5-9,55.6%,6,7,13,2,3,2,0,17,25
vs Basquet Girona,29 oct 2021,G  62-59,8,6,1,25,2-9,0-3,16.7%,4-4,100.0%,2,4,6,1,2,2,0,8,5
@ Súper Agropal Palencia,22 oct 2021,P  78-69,26,6,0,29,9-19,0-0,47.4%,8-9,88.9%,3,3,6,0,1,1,1,26,22
vs Levitec Huesca,17 oct 2021,G  90-83,23,5,3,28,9-15,0-0,60.0%,5-6,83.3%,4,1,5,3,0,2,1,23,23
@ Gipuzkoa Basket,12 oct 2021,G  74-76,11,2,0,17,5-8,0-0,62.5%,1-3,33.3%,2,0,2,0,1,2,0,11,7
vs Leyma Coruña,8 oct 2021,G  78-74,14,4,0,16,5-7,0-0,71.4%,4-6,66.7%,2,2,4,0,2,0,1,14,17
