PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
vs Coviran Granada,20 may 2022,G  88-86,10,3,5,16,2-3,2-4,57.1%,0-0,-,1,2,3,5,2,0,0,10,17
@ Real Valladolid,13 may 2022,P  92-75,4,5,0,15,1-4,0-1,20.0%,2-2,100.0%,1,4,5,0,2,5,0,4,2
vs Fibwi Palma,6 may 2022,G  102-97,11,5,2,20,5-5,0-1,83.3%,1-3,33.3%,0,5,5,2,2,1,0,11,16
vs Almansa Con Afanion,29 abr 2022,G  95-89,9,2,1,25,3-4,1-7,36.4%,0-0,-,0,2,2,1,0,0,0,9,5
@ Amics Castello,22 abr 2022,P  104-84,2,1,3,14,1-1,0-1,50.0%,0-0,-,0,1,1,3,0,1,0,2,4
vs C.B. Prat,17 abr 2022,G  70-64,15,8,1,25,5-9,1-5,42.9%,2-2,100.0%,3,5,8,1,1,2,0,15,15
@ Biele ISB,10 abr 2022,G  53-75,2,2,3,21,1-1,0-1,50.0%,0-0,-,0,2,2,3,2,2,0,2,6
vs HLA Alicante,31 mar 2022,G  78-65,4,3,2,18,1-1,0-1,50.0%,2-2,100.0%,0,3,3,2,1,0,0,4,9
@ Movistar Estudiantes,27 mar 2022,P  83-76,4,1,1,17,1-2,0-1,33.3%,2-2,100.0%,0,1,1,1,1,1,0,4,4
vs Melilla Ciudad Del Deporte 1,20 mar 2022,G  79-75,4,1,0,16,2-5,0-2,28.6%,0-0,-,0,1,1,0,1,1,0,4,0
@ Hiopos Lleida,16 mar 2022,P  95-84,6,2,0,18,2-3,0-1,50.0%,2-2,100.0%,0,2,2,0,2,0,0,6,8
vs Alimerka Oviedo,11 mar 2022,P  75-99,2,1,2,26,1-4,0-3,14.3%,0-0,-,0,1,1,2,0,1,0,2,-2
@ Basquet Girona,6 mar 2022,P  86-80,3,2,2,15,0-3,1-1,25.0%,0-0,-,0,2,2,2,0,1,0,3,3
vs Súper Agropal Palencia,20 feb 2022,P  70-87,9,4,3,18,0-2,2-6,25.0%,3-4,75.0%,0,4,4,3,1,2,0,9,8
@ Fibwi Palma,13 feb 2022,G  87-92,12,4,3,22,4-6,0-2,50.0%,4-6,66.7%,1,3,4,3,3,3,0,12,13
@ Levitec Huesca,6 feb 2022,G  61-68,6,4,0,10,2-5,0-0,40.0%,2-2,100.0%,1,3,4,0,2,0,0,6,9
vs Gipuzkoa Basket,2 feb 2022,G  68-67,0,2,1,16,0-5,0-0,0.0%,0-0,-,2,0,2,1,0,1,0,0,-3
@ Leyma Coruña,28 ene 2022,P  74-55,2,3,1,15,1-7,0-1,12.5%,0-0,-,1,2,3,1,1,1,0,2,-1
@ Coviran Granada,23 ene 2022,G  80-86,11,2,1,17,1-2,1-3,40.0%,6-6,100.0%,0,2,2,1,0,3,0,11,8
@ Almansa Con Afanion,19 ene 2022,P  93-69,13,5,1,23,2-6,3-7,38.5%,0-0,-,1,4,5,1,1,1,0,13,11
vs Real Valladolid,14 ene 2022,G  86-80,6,1,1,13,1-2,1-2,50.0%,1-4,25.0%,0,1,1,1,3,0,0,6,6
vs Amics Castello,22 dic 2021,G  77-68,7,3,1,16,2-6,1-5,27.3%,0-0,-,1,2,3,1,0,0,0,7,3
@ C.B. Prat,18 dic 2021,G  72-80,6,3,1,16,1-4,1-4,25.0%,1-1,100.0%,0,3,3,1,0,1,0,6,3
vs Biele ISB,10 dic 2021,G  79-69,2,2,2,19,1-2,0-1,33.3%,0-2,0.0%,0,2,2,2,0,2,0,2,0
@ HLA Alicante,5 dic 2021,P  89-58,7,4,3,20,3-5,0-3,37.5%,1-2,50.0%,2,2,4,3,1,1,0,7,8
vs Hiopos Lleida,10 nov 2021,P  79-88,12,2,1,12,0-4,3-4,37.5%,3-4,75.0%,1,1,2,1,1,0,0,12,10
@ Alimerka Oviedo,6 nov 2021,P  87-75,4,4,0,8,2-2,0-2,50.0%,0-0,-,0,4,4,0,0,2,0,4,4
vs Basquet Girona,29 oct 2021,G  62-59,7,1,1,13,1-4,1-3,28.6%,2-2,100.0%,0,1,1,1,0,0,0,7,4
@ Súper Agropal Palencia,22 oct 2021,P  78-69,7,2,1,18,2-3,1-4,42.9%,0-2,0.0%,0,2,2,1,1,1,0,7,4
vs Levitec Huesca,17 oct 2021,G  90-83,2,2,0,17,0-3,0-1,0.0%,2-2,100.0%,1,1,2,0,0,2,0,2,-2
@ Gipuzkoa Basket,12 oct 2021,G  74-76,2,1,3,20,1-2,0-2,25.0%,0-0,-,0,1,1,3,2,2,0,2,3
vs Leyma Coruña,8 oct 2021,G  78-74,7,1,0,16,3-7,0-1,37.5%,1-1,100.0%,1,0,1,0,0,2,0,7,1
