PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
@ HLA Alicante,20 may 2022,G  67-75,6,2,1,19,0-1,2-2,66.7%,0-0,-,0,2,2,1,0,1,0,6,7
@ Melilla Ciudad Del Deporte 1,8 may 2022,P  92-68,5,0,0,6,1-2,1-2,50.0%,0-0,-,0,0,0,0,0,1,0,5,2
vs Hiopos Lleida,1 may 2022,G  97-80,9,1,1,13,1-1,2-3,75.0%,1-2,50.0%,1,0,1,1,0,0,0,9,9
vs Alimerka Oviedo,24 abr 2022,G  99-74,5,1,1,16,2-2,0-1,66.7%,1-2,50.0%,1,0,1,1,2,1,0,5,6
@ Fibwi Palma,16 abr 2022,P  78-73,2,3,0,10,1-1,0-1,50.0%,0-0,-,0,3,3,0,0,1,0,2,3
vs Súper Agropal Palencia,10 abr 2022,G  89-72,7,4,1,17,2-4,1-1,60.0%,0-0,-,1,3,4,1,0,1,0,7,9
@ Levitec Huesca,31 mar 2022,G  50-85,10,3,0,15,2-2,2-3,80.0%,0-0,-,1,2,3,0,1,1,0,10,12
@ Almansa Con Afanion,19 feb 2022,G  87-93,6,2,0,6,1-1,1-2,66.7%,1-2,50.0%,1,1,2,0,1,0,0,6,7
vs Melilla Ciudad Del Deporte 1,13 feb 2022,G  78-71,4,3,0,16,2-3,0-2,40.0%,0-0,-,1,2,3,0,0,0,1,4,5
@ Alimerka Oviedo,9 feb 2022,G  46-80,7,4,2,18,2-4,1-1,60.0%,0-0,-,0,4,4,2,1,1,0,7,11
vs Amics Castello,6 feb 2022,G  66-61,0,0,0,8,0-1,0-0,0.0%,0-0,-,0,0,0,0,0,0,0,0,-1
vs HLA Alicante,23 ene 2022,P  75-94,5,1,0,8,1-1,1-2,66.7%,0-0,-,0,1,1,0,0,0,0,5,5
@ Hiopos Lleida,20 ene 2022,P  86-65,11,3,0,20,3-6,1-1,57.1%,2-3,66.7%,1,2,3,0,0,3,0,11,7
@ Movistar Estudiantes,16 ene 2022,P  88-80,0,0,0,10,0-2,0-0,0.0%,0-0,-,0,0,0,0,1,0,0,0,-1
vs Fibwi Palma,17 dic 2021,G  98-77,14,2,0,26,3-4,2-3,71.4%,2-2,100.0%,0,2,2,0,2,0,0,14,16
@ Súper Agropal Palencia,10 dic 2021,G  62-73,8,3,0,16,4-6,0-1,57.1%,0-0,-,1,2,3,0,0,5,0,8,3
vs Levitec Huesca,3 dic 2021,G  89-47,11,0,0,13,4-5,1-1,83.3%,0-0,-,0,0,0,0,3,1,0,11,12
@ Gipuzkoa Basket,21 nov 2021,P  85-81,13,4,0,26,3-8,0-2,30.0%,7-7,100.0%,2,2,4,0,0,1,1,13,10
vs Leyma Coruña,14 nov 2021,P  68-80,5,2,1,12,2-2,0-0,100.0%,1-1,100.0%,0,2,2,1,2,1,0,5,9
@ Coviran Granada,9 nov 2021,P  83-72,2,0,0,12,1-1,0-0,100.0%,0-0,-,0,0,0,0,0,0,0,2,2
vs Real Valladolid,6 nov 2021,P  70-73,0,0,0,6,0-0,0-0,-,0-0,-,0,0,0,0,0,0,0,0,0
@ Caceres,29 oct 2021,P  62-59,6,2,2,15,1-1,1-3,50.0%,1-1,100.0%,0,2,2,2,0,0,0,6,8
vs Almansa Con Afanion,24 oct 2021,P  74-86,8,2,1,16,2-2,0-2,50.0%,4-4,100.0%,2,0,2,1,0,0,0,8,9
@ Amics Castello,17 oct 2021,P  72-67,0,0,0,7,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,1,0,0,-2
vs C.B. Prat,13 oct 2021,G  82-63,9,3,0,17,2-3,1-3,50.0%,2-2,100.0%,0,3,3,0,2,0,0,9,11
@ Biele ISB,9 oct 2021,G  63-70,0,0,0,6,0-0,0-2,0.0%,0-0,-,0,0,0,0,0,0,0,0,-2
