temporada,nombre_equipo,nombre_jugador,url_jugador,url_equipo_origen
2019-2020,Amics Castello,Juan Jose Garcia,https://www.proballers.com/es/baloncesto/jugador/62900/juan-jose-garcia,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Joseph Puerto,https://www.proballers.com/es/baloncesto/jugador/67766/joseph-puerto,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Aleksandar Marcius,https://www.proballers.com/es/baloncesto/jugador/67451/aleksandar-marcius,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Roma Bas,https://www.proballers.com/es/baloncesto/jugador/14264/roma-bas,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Joan Faner,https://www.proballers.com/es/baloncesto/jugador/15140/joan-faner,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Ignacio Rosa,https://www.proballers.com/es/baloncesto/jugador/70782/ignacio-rosa,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Eduard Gatell,https://www.proballers.com/es/baloncesto/jugador/50860/eduard-gatell,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Julio De Assis,https://www.proballers.com/es/baloncesto/jugador/73601/julio-de-assis,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Jose Maria Garcia Flores,https://www.proballers.com/es/baloncesto/jugador/47328/jose-maria-garcia-flores,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Isao Kinoshita,https://www.proballers.com/es/baloncesto/jugador/63128/isao-kinoshita,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Joel Sabate,https://www.proballers.com/es/baloncesto/jugador/69941/joel-sabate,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Filip Toncinic,https://www.proballers.com/es/baloncesto/jugador/42264/filip-toncinic,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Amics Castello,Victor Rodriguez Gil,https://www.proballers.com/es/baloncesto/jugador/174663/victor-rodriguez-gil,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019
2019-2020,Caceres,Ricardo Uriz,https://www.proballers.com/es/baloncesto/jugador/7237/ricardo-uriz,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Nikola Rakocevic,https://www.proballers.com/es/baloncesto/jugador/52423/nikola-rakocevic,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Arkeem Joseph,https://www.proballers.com/es/baloncesto/jugador/179386/arkeem-joseph,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Jordy Kuiper,https://www.proballers.com/es/baloncesto/jugador/76066/jordy-kuiper,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Jorge Bilbao,https://www.proballers.com/es/baloncesto/jugador/173678/jorge-bilbao,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Bernardo Garcia,https://www.proballers.com/es/baloncesto/jugador/70763/bernardo-garcia,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Milan Nikolic,https://www.proballers.com/es/baloncesto/jugador/73571/milan-nikolic,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Luis Parejo,https://www.proballers.com/es/baloncesto/jugador/22387/luis-parejo,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Aitor Zubizarreta,https://www.proballers.com/es/baloncesto/jugador/54648/aitor-zubizarreta,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Ferran Ventura,https://www.proballers.com/es/baloncesto/jugador/17122/ferran-ventura,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Sylvester Berg,https://www.proballers.com/es/baloncesto/jugador/65454/sylvester-berg,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Francisco Del Aguila,https://www.proballers.com/es/baloncesto/jugador/65558/francisco-del-aguila,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Kosta Jankovic,https://www.proballers.com/es/baloncesto/jugador/181167/kosta-jankovic,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Eduardo Chacon,https://www.proballers.com/es/baloncesto/jugador/69942/eduardo-chacon,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Adrian Uso,https://www.proballers.com/es/baloncesto/jugador/70759/adrian-uso,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Caceres,Juan Santos,https://www.proballers.com/es/baloncesto/jugador/178056/juan-santos,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019
2019-2020,Coviran Granada,Diego Kapelan,https://www.proballers.com/es/baloncesto/jugador/54895/diego-kapelan,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Guillem Rubio,https://www.proballers.com/es/baloncesto/jugador/20207/guillem-rubio,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Earl O. Watson,https://www.proballers.com/es/baloncesto/jugador/71708/earl-o-watson,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Joan Pardina,https://www.proballers.com/es/baloncesto/jugador/17158/joan-pardina,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Manuel Rodriguez,https://www.proballers.com/es/baloncesto/jugador/47891/manuel-rodriguez,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Sergio Olmos,https://www.proballers.com/es/baloncesto/jugador/33664/sergio-olmos,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Alejandro Marin,https://www.proballers.com/es/baloncesto/jugador/66564/alejandro-marin,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Josep Perez,https://www.proballers.com/es/baloncesto/jugador/37846/josep-perez,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Alejandro Bortolussi,https://www.proballers.com/es/baloncesto/jugador/19575/alejandro-bortolussi,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,David Iriarte,https://www.proballers.com/es/baloncesto/jugador/17893/david-iriarte,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Carlos Cobos,https://www.proballers.com/es/baloncesto/jugador/48939/carlos-cobos,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Carlos Corts,https://www.proballers.com/es/baloncesto/jugador/175178/carlos-corts,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Coviran Granada,Mykal Riley,https://www.proballers.com/es/baloncesto/jugador/47641/mykal-riley,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019
2019-2020,Palma,Johan Lofberg,https://www.proballers.com/es/baloncesto/jugador/58034/johan-lofberg,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Thomas Bropleh,https://www.proballers.com/es/baloncesto/jugador/60804/thomas-bropleh,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Alejandro Hernandez,https://www.proballers.com/es/baloncesto/jugador/43603/alejandro-hernandez,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Erik Quintela,https://www.proballers.com/es/baloncesto/jugador/60399/erik-quintela,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Carles Bivia,https://www.proballers.com/es/baloncesto/jugador/23803/carles-bivia,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Alexander Lindqvist,https://www.proballers.com/es/baloncesto/jugador/6739/alexander-lindqvist,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Boris Barac,https://www.proballers.com/es/baloncesto/jugador/51333/boris-barac,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Pablo Bertone,https://www.proballers.com/es/baloncesto/jugador/66474/pablo-bertone,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Xavier Rey,https://www.proballers.com/es/baloncesto/jugador/21965/xavier-rey,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Joan Tomas,https://www.proballers.com/es/baloncesto/jugador/47680/joan-tomas,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Jose Maria Gonzalez,https://www.proballers.com/es/baloncesto/jugador/36074/jose-maria-gonzalez,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Babatunde Olumuyiwa,https://www.proballers.com/es/baloncesto/jugador/69949/babatunde-olumuyiwa,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Palma,Matt Stainbrook,https://www.proballers.com/es/baloncesto/jugador/62444/matt-stainbrook,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019
2019-2020,Delteco GBC,Reed Timmer,https://www.proballers.com/es/baloncesto/jugador/178255/reed-timmer,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Johnny Dee,https://www.proballers.com/es/baloncesto/jugador/69200/johnny-dee,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Alex Murphy,https://www.proballers.com/es/baloncesto/jugador/57097/alex-murphy,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Adam Sollazzo,https://www.proballers.com/es/baloncesto/jugador/49197/adam-sollazzo,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Davis Rozitis,https://www.proballers.com/es/baloncesto/jugador/43692/davis-rozitis,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Mikel Motos,https://www.proballers.com/es/baloncesto/jugador/41335/mikel-motos,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Mikel Uriz,https://www.proballers.com/es/baloncesto/jugador/46752/mikel-uriz,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Karamo Jawara,https://www.proballers.com/es/baloncesto/jugador/18834/karamo-jawara,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Sangone Niang,https://www.proballers.com/es/baloncesto/jugador/71200/sangone-niang,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Xabier Oroz,https://www.proballers.com/es/baloncesto/jugador/57247/xabier-oroz,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Biram Faye,https://www.proballers.com/es/baloncesto/jugador/179539/biram-faye,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Julen Olaizola,https://www.proballers.com/es/baloncesto/jugador/37789/julen-olaizola,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Lazar Mutic,https://www.proballers.com/es/baloncesto/jugador/67632/lazar-mutic,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Delteco GBC,Ryan Bruggeman,https://www.proballers.com/es/baloncesto/jugador/182560/ryan-bruggeman,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019
2019-2020,Hiopos Lleida,Eric Stutz,https://www.proballers.com/es/baloncesto/jugador/12635/eric-stutz,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Shaquille Cleare,https://www.proballers.com/es/baloncesto/jugador/66133/shaquille-cleare,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Miguel Feliu,https://www.proballers.com/es/baloncesto/jugador/17490/miguel-feliu,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Eddy Polanco,https://www.proballers.com/es/baloncesto/jugador/179896/eddy-polanco,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Steven Santa Ana,https://www.proballers.com/es/baloncesto/jugador/181161/steven-santa-ana,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Adrian Chapela,https://www.proballers.com/es/baloncesto/jugador/57958/adrian-chapela,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Marc Marti,https://www.proballers.com/es/baloncesto/jugador/63310/marc-marti,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Papa Mbaye,https://www.proballers.com/es/baloncesto/jugador/48928/papa-mbaye,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Agusti Sans,https://www.proballers.com/es/baloncesto/jugador/37842/agusti-sans,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Albert Lafuente,https://www.proballers.com/es/baloncesto/jugador/73567/albert-lafuente,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Pa Mor Diene,https://www.proballers.com/es/baloncesto/jugador/179876/pa-mor-diene,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Michael Carey,https://www.proballers.com/es/baloncesto/jugador/75624/michael-carey,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Fernando Sierra,https://www.proballers.com/es/baloncesto/jugador/175137/fernando-sierra,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,Hiopos Lleida,Xavier Mata Cortes,https://www.proballers.com/es/baloncesto/jugador/181515/xavier-mata-cortes,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019
2019-2020,HLA Alicante,Justin Pitts,https://www.proballers.com/es/baloncesto/jugador/179880/justin-pitts,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Cheikh Fall,https://www.proballers.com/es/baloncesto/jugador/68673/cheikh-fall,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Devin Schmidt,https://www.proballers.com/es/baloncesto/jugador/175158/devin-schmidt,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Alejandro Galan,https://www.proballers.com/es/baloncesto/jugador/67764/alejandro-galan,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Pedro Llompart,https://www.proballers.com/es/baloncesto/jugador/18404/pedro-llompart,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Patrick Onwenu,https://www.proballers.com/es/baloncesto/jugador/72483/patrick-onwenu,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Josep Busquets,https://www.proballers.com/es/baloncesto/jugador/69945/josep-busquets,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Jose Ortega,https://www.proballers.com/es/baloncesto/jugador/69069/jose-ortega,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Sergio Mendiola,https://www.proballers.com/es/baloncesto/jugador/57252/sergio-mendiola,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Issa Thiam,https://www.proballers.com/es/baloncesto/jugador/185086/issa-thiam,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Ignacio Diaz,https://www.proballers.com/es/baloncesto/jugador/73666/ignacio-diaz,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Guillem Arcos,https://www.proballers.com/es/baloncesto/jugador/73655/guillem-arcos,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,HLA Alicante,Kingsley Okoroh,https://www.proballers.com/es/baloncesto/jugador/53043/kingsley-okoroh,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019
2019-2020,Huesca,Alec Wintering,https://www.proballers.com/es/baloncesto/jugador/174660/alec-wintering,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Vasilije Vucetic,https://www.proballers.com/es/baloncesto/jugador/57234/vasilije-vucetic,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,David Skara,https://www.proballers.com/es/baloncesto/jugador/56830/david-skara,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Olin Carter,https://www.proballers.com/es/baloncesto/jugador/181168/olin-carter,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Robertas Grabauskas,https://www.proballers.com/es/baloncesto/jugador/13164/robertas-grabauskas,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Nedim Dedovic,https://www.proballers.com/es/baloncesto/jugador/62372/nedim-dedovic,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Daniel Garcia,https://www.proballers.com/es/baloncesto/jugador/72147/daniel-garcia,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Francisco Cardenas,https://www.proballers.com/es/baloncesto/jugador/50413/francisco-cardenas,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Alex Tamayo,https://www.proballers.com/es/baloncesto/jugador/70722/alex-tamayo,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Ander Urdiain,https://www.proballers.com/es/baloncesto/jugador/177986/ander-urdiain,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Diego De Blas,https://www.proballers.com/es/baloncesto/jugador/70718/diego-de-blas,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Bernardo Garcia,https://www.proballers.com/es/baloncesto/jugador/70763/bernardo-garcia,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Andriy Grystak,https://www.proballers.com/es/baloncesto/jugador/71780/andriy-grystak,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Huesca,Pablo Gella,https://www.proballers.com/es/baloncesto/jugador/181969/pablo-gella,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019
2019-2020,Leyma Coruña,Ashley Hamilton,https://www.proballers.com/es/baloncesto/jugador/19074/ashley-hamilton,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Perris Blackwell,https://www.proballers.com/es/baloncesto/jugador/71024/perris-blackwell,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Jeff Xavier,https://www.proballers.com/es/baloncesto/jugador/35315/jeff-xavier,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Mathieu Kamba,https://www.proballers.com/es/baloncesto/jugador/178050/mathieu-kamba,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Augustas Peciukevicius,https://www.proballers.com/es/baloncesto/jugador/50124/augustas-peciukevicius,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Filip Djuran,https://www.proballers.com/es/baloncesto/jugador/52813/filip-djuran,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Gaizka Maiza,https://www.proballers.com/es/baloncesto/jugador/69815/gaizka-maiza,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Mirza Bulic,https://www.proballers.com/es/baloncesto/jugador/36605/mirza-bulic,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Sean Smith,https://www.proballers.com/es/baloncesto/jugador/181159/sean-smith,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Anthony Green,https://www.proballers.com/es/baloncesto/jugador/178564/anthony-green,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Abdou Thiam,https://www.proballers.com/es/baloncesto/jugador/181160/abdou-thiam,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Alejandro Llorca,https://www.proballers.com/es/baloncesto/jugador/46697/alejandro-llorca,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Carlos Martinez,https://www.proballers.com/es/baloncesto/jugador/57250/carlos-martinez,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Mike Di Nunno,https://www.proballers.com/es/baloncesto/jugador/13531/mike-di-nunno,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Leyma Coruña,Pablo Ferreiro,https://www.proballers.com/es/baloncesto/jugador/73583/pablo-ferreiro,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019
2019-2020,Marin Peixe Galego,Sangone Niang,https://www.proballers.com/es/baloncesto/jugador/71200/sangone-niang,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Taiwo Badmus,https://www.proballers.com/es/baloncesto/jugador/179855/taiwo-badmus,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Jacobo Diaz,https://www.proballers.com/es/baloncesto/jugador/13922/jacobo-diaz,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Romone Saunders,https://www.proballers.com/es/baloncesto/jugador/180855/romone-saunders,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Filip Toncinic,https://www.proballers.com/es/baloncesto/jugador/42264/filip-toncinic,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Joel Hernandez,https://www.proballers.com/es/baloncesto/jugador/75992/joel-hernandez,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Alejandro Mazaira,https://www.proballers.com/es/baloncesto/jugador/63607/alejandro-mazaira,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Shaquille Doorson,https://www.proballers.com/es/baloncesto/jugador/61941/shaquille-doorson,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Carlos Noguerol,https://www.proballers.com/es/baloncesto/jugador/62394/carlos-noguerol,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Njegos Sikiras,https://www.proballers.com/es/baloncesto/jugador/65436/njegos-sikiras,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Diago Quinn,https://www.proballers.com/es/baloncesto/jugador/180856/diago-quinn,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Juan Martin Orellano,https://www.proballers.com/es/baloncesto/jugador/37554/juan-martin-orellano,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,John Carroll,https://www.proballers.com/es/baloncesto/jugador/16397/john-carroll,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Rodrigo Seoane,https://www.proballers.com/es/baloncesto/jugador/180857/rodrigo-seoane,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Pablo Castro,https://www.proballers.com/es/baloncesto/jugador/179856/pablo-castro,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Sergio Yubero,https://www.proballers.com/es/baloncesto/jugador/179862/sergio-yubero,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Marin Peixe Galego,Mateo Sanchez Perez,https://www.proballers.com/es/baloncesto/jugador/181162/mateo-sanchez-perez,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019
2019-2020,Melilla Ciudad Del Deporte 1,Caleb Agada,https://www.proballers.com/es/baloncesto/jugador/174459/caleb-agada,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
2019-2020,Melilla Ciudad Del Deporte 1,Osvaldas Matulionis,https://www.proballers.com/es/baloncesto/jugador/50127/osvaldas-matulionis,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
2019-2020,Melilla Ciudad Del Deporte 1,Amadou Sidibe,https://www.proballers.com/es/baloncesto/jugador/175172/amadou-sidibe,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
2019-2020,Melilla Ciudad Del Deporte 1,Andris Misters,https://www.proballers.com/es/baloncesto/jugador/40316/andris-misters,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
2019-2020,Melilla Ciudad Del Deporte 1,Edmond Koyanouba,https://www.proballers.com/es/baloncesto/jugador/66478/edmond-koyanouba,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
2019-2020,Melilla Ciudad Del Deporte 1,Federico Ucles,https://www.proballers.com/es/baloncesto/jugador/11147/federico-ucles,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
2019-2020,Melilla Ciudad Del Deporte 1,Mirza Bulic,https://www.proballers.com/es/baloncesto/jugador/36605/mirza-bulic,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
2019-2020,Melilla Ciudad Del Deporte 1,Philipp Hartwich,https://www.proballers.com/es/baloncesto/jugador/178065/philipp-hartwich,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
2019-2020,Melilla Ciudad Del Deporte 1,Didac Cuevas,https://www.proballers.com/es/baloncesto/jugador/70720/didac-cuevas,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019
