temporada,nombre_equipo,nombre_jugador,url_jugador,url_equipo_origen
2015-2016,Leyma Coruña,Pablo Lopez-Pizarro,https://www.proballers.com/es/baloncesto/jugador/69950/pablo-lopez-pizarro,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2015
2015-2016,Melilla Ciudad Del Deporte 1,Eduardo Hernandez-Sonseca,https://www.proballers.com/es/baloncesto/jugador/7251/eduardo-hernandez-sonseca,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Asier Zengotitabengoa,https://www.proballers.com/es/baloncesto/jugador/43751/asier-zengotitabengoa,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Marcos Suka-Umu,https://www.proballers.com/es/baloncesto/jugador/45677/marcos-suka-umu,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Hector Manzano,https://www.proballers.com/es/baloncesto/jugador/7235/hector-manzano,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Brandon Edwards,https://www.proballers.com/es/baloncesto/jugador/66483/brandon-edwards,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Josep Franch,https://www.proballers.com/es/baloncesto/jugador/46481/josep-franch,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Pablo Almazan,https://www.proballers.com/es/baloncesto/jugador/22391/pablo-almazan,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Eloy Almazan,https://www.proballers.com/es/baloncesto/jugador/36652/eloy-almazan,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Eduard Gatell,https://www.proballers.com/es/baloncesto/jugador/50860/eduard-gatell,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Jorge Sanz,https://www.proballers.com/es/baloncesto/jugador/50425/jorge-sanz,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Javier Gonzalez,https://www.proballers.com/es/baloncesto/jugador/56559/javier-gonzalez,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Alvaro Garcia,https://www.proballers.com/es/baloncesto/jugador/62392/alvaro-garcia,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Pelayo Larraona,https://www.proballers.com/es/baloncesto/jugador/38075/pelayo-larraona,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Melilla Ciudad Del Deporte 1,Jorge Rodriguez,https://www.proballers.com/es/baloncesto/jugador/69948/jorge-rodriguez,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015
2015-2016,Navarra,Yaroslav Korolev,https://www.proballers.com/es/baloncesto/jugador/18977/yaroslav-korolev,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Oliver Arteaga,https://www.proballers.com/es/baloncesto/jugador/18018/oliver-arteaga,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Inaki Narros,https://www.proballers.com/es/baloncesto/jugador/23706/inaki-narros,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Enrique Garrido,https://www.proballers.com/es/baloncesto/jugador/48935/enrique-garrido,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Ivan Garcia,https://www.proballers.com/es/baloncesto/jugador/43865/ivan-garcia,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Miguel Servera,https://www.proballers.com/es/baloncesto/jugador/48780/miguel-servera,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Sergio Rodriguez Febles,https://www.proballers.com/es/baloncesto/jugador/61624/sergio-rodriguez-febles,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Guillermo Justo,https://www.proballers.com/es/baloncesto/jugador/39570/guillermo-justo,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Maodo Nguirane,https://www.proballers.com/es/baloncesto/jugador/38081/maodo-nguirane,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Joaquin Bonhome,https://www.proballers.com/es/baloncesto/jugador/48753/joaquin-bonhome,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Inigo Zabalo,https://www.proballers.com/es/baloncesto/jugador/66470/inigo-zabalo,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Navarra,Serge Konan,https://www.proballers.com/es/baloncesto/jugador/55136/serge-konan,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015
2015-2016,Ourence,Diego Kapelan,https://www.proballers.com/es/baloncesto/jugador/54895/diego-kapelan,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Pedro Rivero,https://www.proballers.com/es/baloncesto/jugador/21473/pedro-rivero,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Danny Agbelese,https://www.proballers.com/es/baloncesto/jugador/39058/danny-agbelese,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Guillermo Rejon,https://www.proballers.com/es/baloncesto/jugador/6138/guillermo-rejon,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Jhornan Zamora,https://www.proballers.com/es/baloncesto/jugador/46963/jhornan-zamora,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Jonathan Barreiro,https://www.proballers.com/es/baloncesto/jugador/62327/jonathan-barreiro,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Kyle Rowley,https://www.proballers.com/es/baloncesto/jugador/61025/kyle-rowley,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Maksim Salash,https://www.proballers.com/es/baloncesto/jugador/57299/maksim-salash,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Ander Martinez,https://www.proballers.com/es/baloncesto/jugador/17491/ander-martinez,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Tomas Fernandez,https://www.proballers.com/es/baloncesto/jugador/64512/tomas-fernandez,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Martin Rodriguez Iglesias,https://www.proballers.com/es/baloncesto/jugador/66484/martin-rodriguez-iglesias,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Juan Ballesta,https://www.proballers.com/es/baloncesto/jugador/12858/juan-ballesta,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Bob Van Zijverden,https://www.proballers.com/es/baloncesto/jugador/69954/bob-van-zijverden,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Ourence,Ismael Fernandez,https://www.proballers.com/es/baloncesto/jugador/69955/ismael-fernandez,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015
2015-2016,Cafés Candelas Breogán,Jeff Xavier,https://www.proballers.com/es/baloncesto/jugador/35315/jeff-xavier,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Osvaldas Matulionis,https://www.proballers.com/es/baloncesto/jugador/50127/osvaldas-matulionis,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Joseph Ortega,https://www.proballers.com/es/baloncesto/jugador/21464/joseph-ortega,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Travis Nelson,https://www.proballers.com/es/baloncesto/jugador/36131/travis-nelson,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Mamadou Samb,https://www.proballers.com/es/baloncesto/jugador/47694/mamadou-samb,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Daniel Lopez,https://www.proballers.com/es/baloncesto/jugador/6102/daniel-lopez,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Alejandro Lopez,https://www.proballers.com/es/baloncesto/jugador/48777/alejandro-lopez,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Gerardo Suero,https://www.proballers.com/es/baloncesto/jugador/56931/gerardo-suero,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Nikola Rakocevic,https://www.proballers.com/es/baloncesto/jugador/52423/nikola-rakocevic,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Sergio Llorente,https://www.proballers.com/es/baloncesto/jugador/52264/sergio-llorente,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Devin Wright,https://www.proballers.com/es/baloncesto/jugador/36657/devin-wright,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
2015-2016,Cafés Candelas Breogán,Federico Ucles,https://www.proballers.com/es/baloncesto/jugador/11147/federico-ucles,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015
