PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
@ Alba Fehervar,6 dic 2025,P  87-84,14,3,4,27,2-4,3-9,38.5%,1-2,50.0%,1,2,3,4,2,4,1,14,11
@ HLA Alicante,15 nov 2025,P  109-73,3,1,0,6,0-0,1-3,33.3%,0-0,-,0,1,1,0,0,0,0,3,2
vs Hestia Menorca,9 nov 2025,G  83-80,10,1,0,10,0-1,3-6,42.9%,1-2,50.0%,0,1,1,0,1,1,0,10,6
@ CB Zamora,1 nov 2025,P  99-76,12,1,1,21,2-4,2-5,44.4%,2-2,100.0%,0,1,1,1,1,1,0,12,9
vs Alimerka Oviedo,26 oct 2025,P  57-78,0,1,2,12,0-1,0-3,0.0%,0-0,-,0,1,1,2,0,1,0,0,-2
@ Leyma Coruña,17 oct 2025,P  91-75,13,0,1,25,0-1,4-11,33.3%,1-1,100.0%,0,0,0,1,0,0,0,13,6
@ Ourense,4 oct 2025,P  82-69,4,2,2,16,1-3,0-3,16.7%,2-2,100.0%,0,2,2,2,1,1,0,4,3
vs Súper Agropal Palencia,28 sept 2025,P  69-78,8,2,1,20,0-2,2-9,18.2%,2-2,100.0%,1,1,2,1,0,3,0,8,-1
