PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
@ Melilla Ciudad Del Deporte 1,16 may 2021,P  67-61,10,6,1,33,3-6,0-5,27.3%,4-6,66.7%,0,6,6,1,1,4,0,10,4
vs Ourense,12 may 2021,P  74-76,3,2,2,21,0-5,1-4,11.1%,0-0,-,0,2,2,2,1,1,0,3,-1
vs UBU Tizona Burgos,9 may 2021,G  91-77,16,4,1,23,4-7,1-3,50.0%,5-6,83.3%,1,3,4,1,2,1,1,16,17
@ Caceres,16 abr 2021,P  88-70,23,14,1,36,6-14,1-4,38.9%,8-10,80.0%,7,7,14,1,1,0,2,23,28
vs Melilla Ciudad Del Deporte 1,11 abr 2021,G  95-81,24,7,3,34,5-9,4-6,60.0%,2-3,66.7%,1,6,7,3,0,0,0,24,27
@ UBU Tizona Burgos,4 abr 2021,P  91-81,21,10,1,29,5-11,2-4,46.7%,5-6,83.3%,5,5,10,1,2,2,0,21,23
vs Caceres,28 mar 2021,G  72-70,18,4,2,21,4-8,2-4,50.0%,4-4,100.0%,1,3,4,2,0,1,0,18,17
@ Ourense,21 mar 2021,P  88-77,26,4,1,35,9-14,1-5,52.6%,5-7,71.4%,2,2,4,1,1,3,0,26,18
vs Basquet Girona,14 mar 2021,P  89-111,13,5,0,24,3-6,0-1,42.9%,7-10,70.0%,2,3,5,0,2,4,0,13,9
@ Levitec Huesca,12 mar 2021,P  87-86,14,3,0,30,5-6,0-2,62.5%,4-5,80.0%,0,3,3,0,1,1,0,14,13
@ Real Canoe N.C.,12 feb 2021,G  68-93,14,7,3,24,4-5,2-4,66.7%,0-0,-,1,6,7,3,0,2,0,14,19
vs Amics Castello,7 feb 2021,P  72-74,10,7,1,25,3-8,0-4,25.0%,4-4,100.0%,4,3,7,1,0,3,0,10,6
@ Coviran Granada,2 feb 2021,G  80-83,11,7,1,18,3-5,0-3,37.5%,5-6,83.3%,0,7,7,1,1,1,1,11,14
@ Real Murcia,30 ene 2021,G  57-66,12,9,0,26,4-10,1-6,31.3%,1-1,100.0%,3,6,9,0,2,1,0,12,11
vs Fibwi Palma,19 ene 2021,G  91-78,23,10,2,28,7-7,1-3,80.0%,6-11,54.5%,4,6,10,2,0,1,0,23,27
