PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
@ Fuenlabrada,9 may 2025,P  82-65,2,1,4,18,0-4,0-0,0.0%,2-2,100.0%,0,1,1,4,1,1,0,2,3
vs HLA Alicante,3 may 2025,G  72-65,8,4,0,19,0-1,2-3,50.0%,2-4,50.0%,1,3,4,0,0,2,0,8,6
@ Súper Agropal Palencia,26 abr 2025,P  81-68,4,2,2,17,0-2,0-1,0.0%,4-4,100.0%,0,2,2,2,0,4,0,4,1
vs Real Betis,22 abr 2025,P  63-76,6,4,1,21,3-5,0-5,30.0%,0-0,-,1,3,4,1,3,1,0,6,6
@ Amics Castello,17 abr 2025,P  83-64,5,2,1,19,1-6,1-2,25.0%,0-0,-,0,2,2,1,1,1,0,5,2
@ Movistar Estudiantes,13 abr 2025,P  87-70,0,2,1,16,0-2,0-0,0.0%,0-0,-,1,1,2,1,1,4,0,0,-2
vs Monbus Obradoiro,6 abr 2025,P  70-99,6,3,3,19,2-4,0-2,33.3%,2-2,100.0%,1,2,3,3,1,2,0,6,7
vs Cartagena,22 mar 2025,P  64-68,0,2,0,4,0-0,0-1,0.0%,0-0,-,1,1,2,0,1,0,0,0,2
@ Real Valladolid,15 mar 2025,G  78-91,17,3,2,27,5-7,1-1,75.0%,4-6,66.7%,1,2,3,2,2,0,0,17,20
vs Ourense,11 mar 2025,G  89-59,10,3,1,15,4-7,0-0,57.1%,2-2,100.0%,0,3,3,1,1,1,0,10,11
@ UBU Tizona Burgos,7 mar 2025,P  97-73,2,1,1,18,0-4,0-0,0.0%,2-2,100.0%,0,1,1,1,1,0,0,2,1
vs Grupo Alega Cantabria,2 mar 2025,P  68-87,6,3,1,27,1-5,0-0,20.0%,4-4,100.0%,2,1,3,1,0,2,0,6,4
@ Rioverde Clavijo,2 feb 2025,P  79-72,6,3,5,25,1-5,1-4,22.2%,1-2,50.0%,1,2,3,5,1,1,0,6,6
@ Biele ISB,18 ene 2025,P  90-86,8,2,0,17,2-3,1-1,75.0%,1-2,50.0%,0,2,2,0,0,1,0,8,7
vs Zornotza,11 ene 2025,G  97-82,3,1,2,12,0-2,1-1,33.3%,0-0,-,0,1,1,2,0,1,0,3,3
@ Cordoba CB,4 ene 2025,G  75-82,13,4,0,19,3-3,0-0,100.0%,7-9,77.8%,0,4,4,0,4,2,0,13,17
@ Albacete,21 dic 2024,P  70-64,4,4,3,17,1-2,0-1,33.3%,2-2,100.0%,0,4,4,3,2,0,0,4,11
vs C.B. Enrique Soler,14 dic 2024,G  99-89,13,2,5,26,5-5,0-2,71.4%,3-6,50.0%,0,2,2,5,2,0,1,13,18
@ Cultural Y Deportiva Leonesa,11 dic 2024,G  68-85,4,3,6,26,2-3,0-3,33.3%,0-0,-,1,2,3,6,2,3,0,4,8
vs Caja 87,7 dic 2024,P  77-79,7,2,3,32,1-6,1-1,28.6%,2-2,100.0%,0,2,2,3,1,1,0,7,7
@ Caceres,30 nov 2024,G  74-82,8,2,4,20,3-7,0-1,37.5%,2-4,50.0%,0,2,2,4,2,1,0,8,8
vs Levitec Huesca,16 nov 2024,P  94-96,3,1,2,10,1-3,0-0,33.3%,1-2,50.0%,1,0,1,2,3,2,0,3,4
@ Algeciras,9 nov 2024,P  75-72,2,1,2,18,1-2,0-1,33.3%,0-0,-,0,1,1,2,3,1,0,2,5
vs Clinica Ponferrada,2 nov 2024,G  77-68,4,2,2,13,1-3,0-1,25.0%,2-2,100.0%,0,2,2,2,1,1,0,4,5
@ La Salud UB Archena,26 oct 2024,G  53-66,10,3,3,23,4-6,0-3,44.4%,2-6,33.3%,0,3,3,3,2,1,0,10,8
vs Rioverde Clavijo,19 oct 2024,G  101-85,8,3,3,22,1-5,1-2,28.6%,3-4,75.0%,1,2,3,3,1,0,0,8,9
vs Biele ISB,12 oct 2024,G  83-78,15,3,7,28,4-7,2-4,54.5%,1-3,33.3%,1,2,3,7,3,1,0,15,20
@ Zornotza,5 oct 2024,P  57-56,8,4,2,22,2-4,0-0,50.0%,4-8,50.0%,1,3,4,2,1,0,0,8,9
