id_partido,fecha,temporada,ano_inicio,uri_local,uri_visitante,puntos_local,puntos_visitante,cobertura_local,rebotes_local,asistencias_local,robos_local,perdidas_local,valoracion_local,porc_t3_local,cobertura_visitante,rebotes_visitante,asistencias_visitante,robos_visitante,perdidas_visitante,valoracion_visitante,porc_t3_visitante
20151003_c-b-prat_rioverde-clavijo,2015-10-03,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,81,108,1.0,29.0,17.0,5.0,14.0,88.0,45.83,1.0,28.0,17.0,11.0,9.0,122.0,59.09
20151010_alimerka-oviedo_c-b-prat,2015-10-10,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,79,69,1.0,29.0,15.0,13.0,11.0,91.0,32.14,1.0,35.0,12.0,8.0,22.0,67.0,19.05
20151025_c-b-prat_fc-barcelona-ii,2015-10-25,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,70,69,1.0,31.0,17.0,4.0,15.0,70.0,37.5,1.0,35.0,5.0,10.0,14.0,60.0,26.92
20151031_c-b-prat_navarra,2015-10-31,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2113/navarra,56,60,1.0,27.0,10.0,9.0,18.0,49.0,42.85,1.0,35.0,10.0,8.0,21.0,64.0,30.43
20151106_c-b-prat_hiopos-lleida,2015-11-06,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,90,79,1.0,39.0,12.0,3.0,16.0,100.0,53.84,1.0,20.0,10.0,8.0,5.0,64.0,23.08
20151205_c-b-prat_fibwi-palma,2015-12-05,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,62,83,1.0,28.0,11.0,12.0,11.0,63.0,21.74,1.0,42.0,12.0,3.0,15.0,91.0,43.48
20151211_c-b-prat_san-pablo-burgos,2015-12-11,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,89,66,1.0,41.0,17.0,6.0,11.0,104.0,40.0,1.0,30.0,7.0,7.0,12.0,62.0,36.84
20151220_c-b-prat_levitec-huesca,2015-12-20,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,70,69,1.0,43.0,12.0,2.0,16.0,68.0,21.05,1.0,31.0,15.0,8.0,12.0,77.0,35.0
20151230_c-b-prat_ourense,2015-12-30,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/670/ourense,96,83,1.0,26.0,17.0,9.0,8.0,108.0,48.27,1.0,30.0,13.0,4.0,15.0,81.0,34.78
20160103_c-b-prat_rioverde-clavijo,2016-01-03,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,59,71,1.0,33.0,12.0,9.0,18.0,55.0,21.05,1.0,28.0,15.0,4.0,16.0,66.0,50.0
20160109_alimerka-oviedo_c-b-prat,2016-01-09,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,66,73,1.0,32.0,13.0,4.0,11.0,71.0,30.77,1.0,41.0,17.0,6.0,8.0,83.0,36.0
20160123_c-b-prat_fc-barcelona-ii,2016-01-23,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,79,94,1.0,21.0,14.0,13.0,14.0,79.0,31.58,1.0,24.0,16.0,5.0,18.0,104.0,52.0
20160205_c-b-prat_navarra,2016-02-05,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2113/navarra,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,59,69,1.0,34.0,3.0,7.0,15.0,48.0,18.52,1.0,44.0,8.0,8.0,18.0,68.0,33.33
20160213_c-b-prat_hiopos-lleida,2016-02-13,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,72,66,1.0,31.0,10.0,7.0,12.0,73.0,20.0,1.0,38.0,12.0,5.0,14.0,64.0,23.81
20160219_c-b-prat_super-agropal-palencia,2016-02-19,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,94,63,1.0,33.0,19.0,11.0,20.0,110.0,30.77,1.0,28.0,10.0,14.0,23.0,50.0,30.0
20160227_c-b-prat_melilla-ciudad-del-deporte-1,2016-02-27,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,95,80,1.0,28.0,17.0,13.0,8.0,101.0,30.77,1.0,28.0,16.0,3.0,22.0,81.0,42.86
20160304_c-b-prat_leyma-coruna,2016-03-04,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,96,77,1.0,37.0,25.0,10.0,15.0,119.0,45.45,1.0,31.0,14.0,11.0,16.0,72.0,31.43
20160320_c-b-prat_fibwi-palma,2016-03-20,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,68,74,1.0,44.0,12.0,9.0,14.0,73.0,25.0,1.0,33.0,16.0,5.0,15.0,72.0,32.14
20160327_c-b-prat_san-pablo-burgos,2016-03-27,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,63,70,1.0,32.0,11.0,9.0,4.0,51.0,18.18,1.0,50.0,7.0,1.0,17.0,65.0,21.05
20160408_c-b-prat_levitec-huesca,2016-04-08,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,68,64,1.0,32.0,13.0,7.0,17.0,65.0,45.0,1.0,35.0,17.0,6.0,16.0,65.0,22.22
20160415_c-b-prat_ourense,2016-04-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,85,76,1.0,29.0,9.0,8.0,8.0,84.0,37.04,1.0,42.0,8.0,5.0,11.0,66.0,30.77
20151111_c-b-prat_super-agropal-palencia,2015-11-11,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,52,85,1.0,31.0,9.0,11.0,17.0,35.0,13.04,1.0,38.0,17.0,15.0,13.0,107.0,35.71
20151115_c-b-prat_melilla-ciudad-del-deporte-1,2015-11-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,76,53,1.0,33.0,16.0,12.0,18.0,92.0,37.04,1.0,29.0,4.0,11.0,24.0,36.0,20.0
20151120_c-b-prat_leyma-coruna,2015-11-20,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,61,80,1.0,31.0,8.0,9.0,7.0,53.0,30.0,1.0,37.0,13.0,3.0,16.0,92.0,50.0
20151011_ourense_rioverde-clavijo,2015-10-11,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/670/ourense,88,90,1.0,29.0,18.0,7.0,5.0,110.0,42.86,1.0,12.0,8.0,2.0,3.0,89.0,64.0
20151016_alimerka-oviedo_rioverde-clavijo,2015-10-16,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,92,64,1.0,37.0,18.0,10.0,15.0,108.0,22.73,1.0,28.0,12.0,2.0,18.0,47.0,21.74
20151030_fc-barcelona-ii_rioverde-clavijo,2015-10-30,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,79,89,1.0,32.0,15.0,10.0,15.0,79.0,24.24,1.0,45.0,14.0,4.0,15.0,98.0,38.71
20151106_navarra_rioverde-clavijo,2015-11-06,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2113/navarra,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,81,79,1.0,28.0,13.0,3.0,9.0,84.0,33.33,1.0,28.0,11.0,5.0,9.0,78.0,31.82
20151111_hiopos-lleida_rioverde-clavijo,2015-11-11,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,67,64,1.0,33.0,12.0,11.0,18.0,57.0,22.73,1.0,33.0,11.0,4.0,20.0,51.0,26.31
20151115_rioverde-clavijo_super-agropal-palencia,2015-11-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,77,76,1.0,31.0,19.0,14.0,13.0,87.0,38.89,1.0,32.0,12.0,11.0,19.0,78.0,40.74
20151120_melilla-ciudad-del-deporte-1_rioverde-clavijo,2015-11-20,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,72,92,1.0,32.0,11.0,6.0,8.0,70.0,33.33,1.0,40.0,17.0,4.0,10.0,109.0,36.67
20151128_leyma-coruna_rioverde-clavijo,2015-11-28,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,95,83,1.0,29.0,27.0,5.0,16.0,120.0,47.62,1.0,22.0,21.0,8.0,14.0,88.0,50.0
20151212_fibwi-palma_rioverde-clavijo,2015-12-12,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,74,77,1.0,27.0,18.0,4.0,13.0,85.0,36.84,1.0,33.0,8.0,6.0,5.0,78.0,26.31
20151216_rioverde-clavijo_san-pablo-burgos,2015-12-16,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,81,88,1.0,32.0,10.0,9.0,13.0,79.0,28.0,1.0,29.0,14.0,3.0,14.0,95.0,35.29
20151229_levitec-huesca_rioverde-clavijo,2015-12-29,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,72,73,1.0,33.0,17.0,10.0,9.0,84.0,31.58,1.0,28.0,11.0,2.0,12.0,68.0,23.53
20160110_ourense_rioverde-clavijo,2016-01-10,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,74,72,1.0,31.0,5.0,11.0,11.0,68.0,31.58,1.0,40.0,5.0,7.0,19.0,69.0,37.93
20160116_alimerka-oviedo_rioverde-clavijo,2016-01-16,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,59,73,1.0,32.0,13.0,5.0,7.0,50.0,18.75,1.0,33.0,12.0,6.0,12.0,87.0,35.29
20160205_fc-barcelona-ii_rioverde-clavijo,2016-02-05,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,85,91,1.0,41.0,17.0,4.0,12.0,90.0,40.0,1.0,38.0,16.0,8.0,10.0,105.0,42.86
20160212_navarra_rioverde-clavijo,2016-02-12,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/2113/navarra,75,58,1.0,37.0,10.0,5.0,6.0,88.0,24.0,1.0,36.0,9.0,1.0,11.0,48.0,18.18
20160219_hiopos-lleida_rioverde-clavijo,2016-02-19,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,62,72,1.0,34.0,14.0,7.0,14.0,72.0,36.84,1.0,31.0,11.0,8.0,14.0,70.0,47.82
20160228_rioverde-clavijo_super-agropal-palencia,2016-02-28,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,74,70,1.0,34.0,15.0,9.0,13.0,84.0,26.92,1.0,31.0,10.0,4.0,12.0,64.0,16.67
20160304_melilla-ciudad-del-deporte-1_rioverde-clavijo,2016-03-04,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,85,93,1.0,27.0,18.0,5.0,11.0,86.0,30.43,1.0,30.0,10.0,8.0,15.0,96.0,43.48
20160311_leyma-coruna_rioverde-clavijo,2016-03-11,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,71,77,1.0,30.0,14.0,8.0,14.0,76.0,28.0,1.0,37.0,13.0,7.0,14.0,80.0,29.41
20160327_fibwi-palma_rioverde-clavijo,2016-03-27,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,74,70,1.0,34.0,14.0,8.0,10.0,88.0,29.41,1.0,26.0,18.0,4.0,14.0,67.0,31.82
20160401_rioverde-clavijo_san-pablo-burgos,2016-04-01,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,85,80,1.0,34.0,17.0,4.0,17.0,92.0,50.0,1.0,25.0,13.0,8.0,9.0,83.0,48.15
20160415_levitec-huesca_rioverde-clavijo,2016-04-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,93,74,1.0,32.0,28.0,7.0,22.0,115.0,59.09,1.0,17.0,12.0,16.0,17.0,69.0,38.46
20151002_fc-barcelona-ii_san-pablo-burgos,2015-10-02,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,77,84,1.0,29.0,13.0,6.0,13.0,80.0,43.48,1.0,36.0,11.0,8.0,13.0,92.0,42.86
20151016_fc-barcelona-ii_levitec-huesca,2015-10-16,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,79,86,1.0,40.0,15.0,6.0,15.0,78.0,25.0,1.0,34.0,12.0,10.0,10.0,99.0,38.09
20151106_alimerka-oviedo_fc-barcelona-ii,2015-11-06,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,73,90,1.0,24.0,14.0,8.0,16.0,66.0,25.92,1.0,40.0,15.0,8.0,13.0,103.0,43.33
20151115_fc-barcelona-ii_ourense,2015-11-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/670/ourense,82,72,1.0,35.0,22.0,8.0,12.0,100.0,42.31,1.0,29.0,12.0,6.0,9.0,70.0,16.67
20151122_fc-barcelona-ii_navarra,2015-11-22,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2113/navarra,71,64,1.0,44.0,14.0,7.0,9.0,82.0,23.81,1.0,30.0,9.0,4.0,13.0,58.0,32.0
20151128_fc-barcelona-ii_hiopos-lleida,2015-11-28,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,77,71,1.0,33.0,7.0,7.0,12.0,75.0,25.0,1.0,39.0,8.0,7.0,14.0,66.0,28.57
20151205_fc-barcelona-ii_super-agropal-palencia,2015-12-05,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,62,71,1.0,39.0,9.0,5.0,23.0,60.0,37.04,1.0,29.0,12.0,11.0,15.0,68.0,33.33
20151211_fc-barcelona-ii_melilla-ciudad-del-deporte-1,2015-12-11,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,80,74,1.0,34.0,19.0,9.0,11.0,97.0,28.57,1.0,40.0,11.0,4.0,17.0,71.0,31.25
20151216_fc-barcelona-ii_leyma-coruna,2015-12-16,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,76,88,1.0,24.0,15.0,2.0,6.0,70.0,27.78,1.0,38.0,14.0,2.0,8.0,97.0,29.63
20151230_fc-barcelona-ii_fibwi-palma,2015-12-30,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,70,73,1.0,36.0,12.0,7.0,10.0,70.0,25.92,1.0,42.0,15.0,4.0,11.0,80.0,24.0
20160103_fc-barcelona-ii_san-pablo-burgos,2016-01-03,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,64,79,1.0,37.0,14.0,1.0,15.0,56.0,34.37,1.0,26.0,18.0,8.0,11.0,89.0,37.93
20160117_fc-barcelona-ii_levitec-huesca,2016-01-17,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,71,67,1.0,33.0,14.0,2.0,8.0,68.0,40.74,1.0,42.0,14.0,4.0,9.0,82.0,28.0
20160213_alimerka-oviedo_fc-barcelona-ii,2016-02-13,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,80,68,1.0,41.0,19.0,6.0,11.0,105.0,38.46,1.0,26.0,13.0,6.0,8.0,61.0,27.59
20160226_fc-barcelona-ii_ourense,2016-02-26,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,79,83,1.0,31.0,11.0,11.0,21.0,78.0,35.0,1.0,29.0,5.0,15.0,17.0,74.0,33.33
20160304_fc-barcelona-ii_navarra,2016-03-04,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2113/navarra,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,82,84,1.0,36.0,12.0,5.0,13.0,83.0,28.57,1.0,35.0,11.0,2.0,14.0,75.0,40.0
20160313_fc-barcelona-ii_hiopos-lleida,2016-03-13,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,70,78,1.0,27.0,12.0,5.0,15.0,58.0,33.33,1.0,36.0,16.0,8.0,12.0,87.0,26.09
20160318_fc-barcelona-ii_super-agropal-palencia,2016-03-18,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,83,68,1.0,35.0,21.0,10.0,16.0,101.0,22.22,1.0,28.0,8.0,6.0,17.0,54.0,25.92
20160326_fc-barcelona-ii_melilla-ciudad-del-deporte-1,2016-03-26,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,73,85,1.0,36.0,11.0,5.0,6.0,69.0,16.13,1.0,40.0,24.0,3.0,11.0,106.0,40.91
20160401_fc-barcelona-ii_leyma-coruna,2016-04-01,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,76,71,1.0,33.0,20.0,6.0,18.0,81.0,38.09,1.0,30.0,7.0,6.0,14.0,58.0,13.79
20160415_fc-barcelona-ii_fibwi-palma,2016-04-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,87,75,1.0,39.0,19.0,8.0,12.0,108.0,44.0,1.0,41.0,12.0,11.0,9.0,77.0,23.08
20160205_hiopos-lleida_levitec-huesca,2016-02-05,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,58,76,1.0,29.0,9.0,12.0,23.0,42.0,27.78,1.0,27.0,13.0,15.0,20.0,83.0,45.0
20160227_alimerka-oviedo_hiopos-lleida,2016-02-27,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,76,68,1.0,32.0,15.0,3.0,11.0,85.0,33.33,1.0,30.0,8.0,5.0,8.0,62.0,23.08
20160401_hiopos-lleida_super-agropal-palencia,2016-04-01,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,76,65,1.0,33.0,19.0,6.0,16.0,86.0,45.45,1.0,33.0,8.0,7.0,11.0,60.0,28.0
20160408_hiopos-lleida_melilla-ciudad-del-deporte-1,2016-04-08,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,64,71,1.0,25.0,3.0,7.0,7.0,53.0,32.14,1.0,35.0,9.0,3.0,18.0,67.0,58.33
20160415_hiopos-lleida_leyma-coruna,2016-04-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,100,86,1.0,41.0,15.0,3.0,13.0,109.0,44.44,1.0,36.0,6.0,6.0,7.0,64.0,28.57
20151230_hiopos-lleida_leyma-coruna,2015-12-30,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,82,85,1.0,29.0,12.0,7.0,12.0,81.0,32.0,1.0,29.0,15.0,5.0,13.0,87.0,50.0
20160110_fibwi-palma_hiopos-lleida,2016-01-10,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,65,71,1.0,33.0,13.0,2.0,9.0,65.0,26.47,1.0,34.0,10.0,2.0,6.0,69.0,26.31
20160115_hiopos-lleida_san-pablo-burgos,2016-01-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,91,84,1.0,50.0,17.0,7.0,13.0,98.0,30.43,1.0,40.0,14.0,6.0,14.0,73.0,31.58
20160318_hiopos-lleida_navarra,2016-03-18,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2113/navarra,80,70,1.0,35.0,10.0,9.0,6.0,86.0,20.0,1.0,32.0,8.0,3.0,15.0,61.0,35.71
20160323_hiopos-lleida_ourense,2016-03-23,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,84,69,1.0,35.0,8.0,8.0,18.0,86.0,43.48,1.0,25.0,2.0,11.0,12.0,50.0,37.5
20151010_fibwi-palma_hiopos-lleida,2015-10-10,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,77,90,1.0,20.0,14.0,6.0,10.0,73.0,40.0,1.0,29.0,9.0,9.0,9.0,100.0,39.13
20151016_hiopos-lleida_san-pablo-burgos,2015-10-16,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,67,43,1.0,36.0,13.0,12.0,12.0,76.0,17.39,1.0,42.0,4.0,4.0,24.0,30.0,0.0
20151030_hiopos-lleida_levitec-huesca,2015-10-30,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,73,65,1.0,36.0,13.0,14.0,16.0,82.0,30.0,1.0,29.0,11.0,7.0,22.0,54.0,31.82
20151115_alimerka-oviedo_hiopos-lleida,2015-11-15,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,72,74,1.0,30.0,16.0,5.0,18.0,62.0,48.0,1.0,26.0,13.0,5.0,19.0,69.0,37.5
20151204_hiopos-lleida_navarra,2015-12-04,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/2113/navarra,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,66,76,1.0,30.0,8.0,8.0,13.0,64.0,31.58,1.0,31.0,8.0,9.0,14.0,74.0,50.0
20151211_hiopos-lleida_ourense,2015-12-11,2015-2016,2015,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/670/ourense,66,73,1.0,28.0,13.0,4.0,11.0,61.0,22.73,1.0,35.0,11.0,5.0,7.0,71.0,22.22
