PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
vs Caceres,7 mar 2020,P  74-86,2,4,3,24,1-2,0-1,33.3%,0-0,-,2,2,4,3,0,0,0,2,7
@ Real Valladolid,28 feb 2020,P  74-73,0,2,7,25,0-1,0-4,0.0%,0-0,-,0,2,2,7,1,1,0,0,4
vs HLA Alicante,15 feb 2020,P  68-70,5,2,2,20,1-3,1-1,50.0%,0-0,-,0,2,2,2,1,1,0,5,7
@ Súper Agropal Palencia,7 feb 2020,P  87-80,10,1,7,27,2-5,2-5,40.0%,0-0,-,0,1,1,7,0,0,0,10,12
vs Alimerka Oviedo,1 feb 2020,P  65-72,6,4,5,27,0-5,1-2,14.3%,3-4,75.0%,1,3,4,5,0,3,0,6,5
@ Amics Castello,24 ene 2020,G  78-86,19,4,7,24,2-2,3-4,83.3%,6-8,75.0%,0,4,4,7,0,3,0,19,24
vs Almansa Con Afanion,18 ene 2020,P  80-86,6,4,8,25,1-2,1-4,33.3%,1-2,50.0%,0,4,4,8,1,2,0,6,12
vs Hiopos Lleida,10 ene 2020,G  64-49,5,1,4,20,1-3,1-2,40.0%,0-0,-,0,1,1,4,1,1,0,5,7
@ Leyma Coruña,5 ene 2020,P  72-65,3,1,6,34,0-1,1-5,16.7%,0-0,-,1,0,1,6,0,3,0,3,2
@ Rio Breogan,28 dic 2019,P  85-52,16,1,2,25,1-3,4-7,50.0%,2-2,100.0%,0,1,1,2,1,2,0,16,13
vs Fibwi Palma,19 dic 2019,P  75-87,5,3,8,25,1-3,0-2,20.0%,3-4,75.0%,1,2,3,8,3,4,0,5,10
@ Melilla Ciudad Del Deporte 1,13 dic 2019,P  80-75,9,5,5,27,3-6,1-5,36.4%,0-0,-,0,5,5,5,0,0,0,9,12
vs Real Canoe N.C.,8 dic 2019,G  77-73,5,6,7,22,0-0,0-2,0.0%,5-6,83.3%,0,6,6,7,0,3,0,5,12
@ Marin Peixe Galego,30 nov 2019,G  55-65,10,6,4,26,1-3,2-4,42.9%,2-2,100.0%,3,3,6,4,0,1,0,10,15
vs Levitec Huesca,23 nov 2019,G  71-69,11,3,5,24,1-3,2-4,42.9%,3-4,75.0%,0,3,3,5,0,2,0,11,12
@ Gipuzkoa Basket,17 nov 2019,P  73-62,2,3,8,25,1-2,0-3,20.0%,0-0,-,0,3,3,8,1,3,0,2,7
vs Coviran Granada,9 nov 2019,G  79-74,9,1,4,25,1-1,2-3,75.0%,1-1,100.0%,0,1,1,4,0,0,0,9,13
@ Caceres,3 nov 2019,G  68-69,3,6,4,25,0-0,1-3,33.3%,0-0,-,2,4,6,4,1,3,0,3,9
vs Real Valladolid,30 oct 2019,P  56-77,4,2,4,21,0-3,1-3,16.7%,1-2,50.0%,0,2,2,4,2,1,0,4,5
@ HLA Alicante,25 oct 2019,P  85-58,7,7,2,21,0-0,2-4,50.0%,1-2,50.0%,2,5,7,2,0,3,1,7,11
vs Súper Agropal Palencia,20 oct 2019,P  72-81,10,3,5,24,1-1,2-5,50.0%,2-3,66.7%,0,3,3,5,0,3,0,10,11
@ Alimerka Oviedo,12 oct 2019,G  81-84,10,3,11,23,3-3,1-3,66.7%,1-2,50.0%,0,3,3,11,2,0,0,10,23
vs Amics Castello,5 oct 2019,G  82-65,8,1,4,15,1-1,0-2,33.3%,6-7,85.7%,0,1,1,4,1,2,0,8,9
