PARTIDO,FECHA,PUNTUACIÓN,PTS,REB,AST,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,RO,RD,REB.1,AST.1,BR,BP,TAP,PTS.1,VAL
vs CB Zamora,9 nov 2024,G  91-64,0,4,1,10,0-2,0-1,0.0%,0-0,-,2,2,4,1,0,1,0,0,1
@ Alimerka Oviedo,2 nov 2024,G  70-80,0,2,0,8,0-0,0-2,0.0%,0-1,0.0%,0,2,2,0,0,1,0,0,-2
@ HLA Alicante,27 oct 2024,G  69-81,7,1,0,15,2-2,1-4,50.0%,0-0,-,0,1,1,0,0,1,0,7,4
vs Amics Castello,19 oct 2024,G  94-74,8,0,0,18,1-3,2-6,33.3%,0-0,-,0,0,0,0,1,0,0,8,3
@ Real Valladolid,12 oct 2024,G  62-96,12,1,1,17,3-5,2-2,71.4%,0-0,-,0,1,1,1,0,2,0,12,10
